"","key_pin","pi_ns","address","tax_district","classes","subclass2","land_total_sf","gba","market_value","x2026_partial_value","x2026_partial_value_reason","sheet_name","file_name","idph_number","bldg_sf","units_beds","revenue_bed_night","est_pgi","est_vacancy_percent","exp_percent","noi","cap_rate","tax_load","loaded_cap","final_mv_bed","year_blt","investment_rating","adj_rent_sf","pgi","v_c","egi","percent_exp","l_b_ratio","excess_land_area","excess_land_value","final_mv_sf","studios","x1br","x2br","x3br","x4br","mobile_home_pads","comm_sf","adjusted_pgi","final_mv_unit","nbhd","town_region","total_land_val","impr_name","units_keys","rev_key_night","occupancy","rev_par","total_rev","ebitda_noi","final_mv_key"
"1744","16-05-322-028-0000","16-05-322-028-0000","242  CHICAGO OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","7650",NA,"379000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3672",NA,NA,NA,NA,NA,"63033.574032","0.085","0.081500426","0.166500426",NA,NA,"C","23.166","85065.552","0.05","80812.2744","0.22","4","0","0","103.098871350635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"244800",NA,NA,NA,NA,NA,NA,NA,NA
"1745","16-06-101-034-0000","16-06-101-034-0000 16-06-101-035-0000","7061  NORTH OAK PARK","27001","5-17 5-17","77:RETAIL-MULTI TENANT","12567",NA,"1113000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"8525",NA,NA,NA,NA,NA,"185299.4","0.085","0.081500426","0.166500426",NA,NA,"C","28.6","243815","0.05","231624.25","0.2","4","0","0","130.546212536417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"402144",NA,NA,NA,NA,NA,NA,NA,NA
"1746","16-08-105-001-0000","16-08-105-001-0000 16-08-105-002-0000","33  CHICAGO OAK PARK","27001","5-17 5-17","57:OFFICE-SINGLETENANT","8264",NA,"468000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"5954",NA,NA,NA,NA,NA,"81422.801694","0.0925","0.081500426","0.174000426",NA,NA,"C","18.954","112852.116","0.075","104388.2073","0.22","4","0","0","78.5935489606215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"264448",NA,NA,NA,NA,NA,NA,NA,NA
"1747","16-08-321-023-0000","16-08-321-023-0000","116  MADISON OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","12500",NA,"905000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"9966",NA,NA,NA,NA,NA,"150738.660072","0.085","0.081500426","0.166500426",NA,NA,"C","20.412","203425.992","0.05","193254.6924","0.22","4","0","0","90.8423621690914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1748","16-05-326-026-0000","16-05-326-026-0000","18  CHICAGO OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","7500",NA,"1143000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"7476",NA,NA,NA,NA,NA,"196029.24264","0.09","0.081500426","0.171500426",NA,NA,"C","33.66","251642.16","0.05","239060.052","0.18","4","0","0","152.892564826632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"240000",NA,NA,NA,NA,NA,NA,NA,NA
"1749","16-18-108-003-0000","16-18-107-009-0000 16-18-107-020-0000 16-18-108-002-0000 16-18-108-003-0000 16-18-108-027-0000 16-18-108-028-0000","801  MADISON OAK PARK","27001","5-90 5-90 5-17 5-17 5-90 5-90","78:RETAIL-DRUG STORES/PHARMACIES","48698",NA,"2533000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"14300",NA,NA,NA,NA,NA,"377413.036","0.0675","0.0815003910394169","0.149000391039417",NA,NA,"A","33.88","484484","0.05","460259.8","0.18","4","0","0","177.130541845478",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1558336",NA,NA,NA,NA,NA,NA,NA,NA
"1750","16-06-204-004-0000","16-06-204-004-0000","6551  NORTH OAK PARK","27001","5-17","57:OFFICE-SINGLETENANT","3125",NA,"218000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2250",NA,NA,NA,NA,NA,"37986.975","0.0925","0.0815007553492094","0.174000755349209",NA,NA,"C","23.4","52650","0.075","48701.25","0.22","4","0","0","97.0288891339386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1751","16-17-124-035-0000","16-17-124-035-0000 16-17-124-036-0000","342  HARRISON OAK PARK","27001","5-17 5-17","76:RETAIL-SINGLE TENANT","9375",NA,"750000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"8255",NA,NA,NA,NA,NA,"124859.28546","0.085","0.081500426","0.166500426",NA,NA,"C","20.412","168501.06","0.05","160076.007","0.22","4","0","0","90.8423621690914",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1752","16-06-105-003-0000","16-06-105-003-0000","6853  NORTH OAK PARK","27001","5-17","54:OFFICE-MEDICAL OFFICE BUILDINGS/SPACES","3125",NA,"275000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"2078",NA,NA,NA,NA,NA,"47117.8188","0.09","0.0815011392205546","0.171501139220555",NA,NA,"C","30.6","63586.8","0.05","60407.46","0.22","4","0","0","132.212532832449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1e+05",NA,NA,NA,NA,NA,NA,NA,NA
"1753","16-07-400-047-0000","16-07-400-047-0000","717  SOUTH OAK PARK","27001","5-17","76:RETAIL-SINGLE TENANT","631",NA,"102000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"589",NA,NA,NA,NA,NA,"16958.39376","0.085","0.081500426","0.166500426",NA,NA,"C","36.96","21769.44","0.05","20680.968","0.18","4","0","0","172.923521529008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20192",NA,NA,NA,NA,NA,NA,NA,NA
"1754","16-08-123-020-0000","16-08-123-020-0000","18  LAKE OAK PARK","27001","5-17","77:RETAIL-MULTI TENANT","12605",NA,"447000",NA,NA,"Comm517","Oak Park 2026 T27.PublicModel.xlsx",NA,"3900",NA,NA,NA,NA,NA,"74386.026","0.085","0.081500426","0.166500426",NA,NA,"C","25.74","100386","0.05","95366.7","0.22","4","0","0","114.554301500706",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"403360",NA,NA,NA,NA,NA,NA,NA,NA
"1755","16-07-120-065-0000","16-07-120-065-0000","1005  LAKE OAK PARK","27002","5-17","77:RETAIL-MULTI TENANT",NA,NA,"1229000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","16-07-120-065-0000","16-07-120-065-0000","1005  LAKE OAK PARK","27002","5-17","32:MULTIFAMILY-HIGH RISE (13 FLOORS +)",NA,NA,"68427000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","16-07-121-047-0000","16-07-121-047-0000","150  FOREST OAK PARK","27002","5-17","77:RETAIL-MULTI TENANT",NA,NA,"3917000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","16-07-121-047-0000","16-07-121-047-0000","150  FOREST OAK PARK","27002","5-17","33:MULTIFAMILY-MIDRISE (4 TO 12 FLOORS)",NA,NA,"79593000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1759","16-07-308-008-0000","16-07-308-008-0000 16-07-308-009-0000 16-07-308-010-0000 16-07-308-011-0000","1105  PLEASANT OAK PARK","27001","5-17 3-91 3-91 3-91","76:RETAIL-SINGLE TENANT",NA,NA,"170000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","16-07-308-008-0000","16-07-308-008-0000 16-07-308-009-0000 16-07-308-010-0000 16-07-308-011-0000","1105  PLEASANT OAK PARK","27001","5-17 3-91 3-91 3-91","33:MULTIFAMILY-MIDRISE (4 TO 12 FLOORS)",NA,NA,"42380000",NA,NA,"SplitClassProperties","Oak Park 2026 T27.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","23-01-220-003-0000","23-01-220-003-0000 23-01-220-006-0000","8700 S HARLEM BRIDGEVIEW","30022","5-23 5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","48184","3901","1503000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1762","23-01-303-005-0000","23-01-303-005-0000","9451 S ROBERTS HICKORY HILLS","30017","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","22201","525","769000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1763","23-02-207-021-0000","23-02-207-021-0000","8700 S ROBERTS HICKORY HILLS","30017","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","19010","2016","659000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1764","23-02-417-028-0000","23-02-417-028-0000 23-02-417-029-0000 23-02-417-030-0000 23-02-417-031-0000 23-02-417-032-0000 23-02-417-033-0000 23-02-417-034-0000 23-02-417-037-0000","8040 W 95TH HICKORY HILLS","30017","5-23 5-23 5-23 5-90 5-90 5-90 5-90 5-90","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","25536","3110","804000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","23-03-201-014-0000","23-03-201-014-0000","8702 S 88TH HICKORY HILLS","30017","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","39179","3084","1508000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","23-11-100-007-0000","23-11-100-007-0000","8759 W 95TH HICKORY HILLS","30019","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","24213","2308","671000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","23-12-100-084-0000","23-12-100-084-0000 23-12-100-085-0000","7933 W 95TH HICKORY HILLS","30019","5-23 5-90","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","106543","5178","3544000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","23-12-102-030-0000","23-12-102-030-0000 23-12-102-031-0000","7717 W 95TH HICKORY HILLS","30078","5-23 5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","166145","18030","8290000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","23-13-207-003-0000","23-13-207-003-0000 23-13-207-004-0000","10300 S HARLEM PALOS HILLS","30031","5-23 5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","44595","6251","1530000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","23-14-222-006-0000","23-14-222-006-0000","10300 S ROBERTS PALOS HILLS","30031","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","24738","2363","857000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1771","23-14-400-058-0000","23-14-400-046-0000 23-14-400-058-0000 23-14-400-059-0000","8012 W 111TH PALOS HILLS","30033","5-90 5-23 5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","90459","4540","2821000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","23-24-109-019-0000","23-24-109-019-0000","7701  111TH PALOS HILLS","30033","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","36027","2200","1009000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","23-24-220-029-0000","23-24-220-029-0000","11458 S HARLEM WORTH","30012","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","15604","1334","487000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","23-25-300-001-0000","23-25-300-001-0000","12301  80TH PALOS PARK","30011","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","43868","2100","1119000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1775","23-33-201-012-0000","23-33-201-012-0000","13056 S LA GRANGE PALOS PARK","30011","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","50217","0","1424000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1776","23-34-100-062-0000","23-34-100-061-0000 23-34-100-062-0000","13059  LA GRANGE PALOS PARK","30011","5-97 5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","64342","4980","2675000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1777","23-36-204-026-0000","23-36-204-026-0000","12700 S HARLEM PALOS HEIGHTS","30030","5-23","80:RETAIL-GAS STATION W/ CONVENIENCE STORE","18823","880","652000",NA,NA,"GasStations","Palos 2026 T30.PublicModel.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","23-02-420-008-0000","23-02-420-008-0000 23-02-420-015-0000 23-02-420-016-0000","9246 S ROBERTS HICKORY HILLS","30017","5-97 5-90 5-97","103:SPECIAL-NURSING HOME","30574",NA,"3590000",NA,NA,"NursingHomes","Palos 2026 T30.PublicModel.xlsx","0057448","15000","74","262.394622771638","7229024.33628319","0.175","0.9","596394.507743362","0.09","0.076131412","0.166131412","48513.5135135135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","23-14-224-002-0000","23-14-224-001-0000 23-14-224-002-0000 23-14-224-003-0000 23-14-224-004-0000 23-14-224-009-0000 23-14-224-010-0000 23-14-224-011-0000 23-14-224-012-0000 23-14-224-017-0000","10405 S 80TH PALOS HILLS","30031","5-90 5-97 5-97 5-97 5-90 5-97 5-97 5-97 5-97","103:SPECIAL-NURSING HOME","150760",NA,"15806000",NA,NA,"NursingHomes","Palos 2026 T30.PublicModel.xlsx","0051136","61149","203","445.770048438797","34192665.7632523","0.25","0.9","2564449.93224392","0.09","0.0722404067160666","0.162240406716067","77862.0689655172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1780","23-24-300-330-0000","23-24-300-330-0000","7850 W COLLEGE PALOS HEIGHTS","30070","5-97","103:SPECIAL-NURSING HOME","590044",NA,"12990000",NA,NA,"NursingHomes","Palos 2026 T30.PublicModel.xlsx","0057836","96469","184","402.28995685435","27640134.7280335","0.25","0.9","2073010.10460251","0.09","0.069586041","0.159586041","70597.8260869565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1781","23-24-300-341-0000","23-24-300-341-0000","11860  SOUTHWEST PALOS HEIGHTS","30028","5-97","103:SPECIAL-NURSING HOME","124110",NA,"8283000",NA,NA,"NursingHomes","Palos 2026 T30.PublicModel.xlsx","0057828","50151","130","362.328070317644","17623681.1336032","0.25","0.9","1321776.08502024","0.09","0.0695860321624395","0.159586032162439","63715.3846153846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1782","23-02-303-036-0000","23-02-303-036-0000","8600 W 95TH HICKORY HILLS","30017","5-29","7:HOTELS-LIMITED SERVICE ECONOMY","57499",NA,"1881000",NA,NA,"Hotels","Palos 2026 T30.PublicModel.xlsx",NA,"21768",NA,NA,NA,NA,NA,NA,"0.1","0.076131412","0.176131412",NA,"1964",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HICKORY WEST INN","50","107.3919","0.54593","58.628459967","1069969.39439775","348810.022573667","39607.9289449705"
"1783","23-12-200-018-0000","23-12-200-018-0000","9625 S 76TH BRIDGEVIEW","30007","5-29","7:HOTELS-LIMITED SERVICE ECONOMY","59999",NA,"3996000",NA,NA,"Hotels","Palos 2026 T30.PublicModel.xlsx",NA,"50142",NA,NA,NA,NA,NA,NA,"0.1","0.08242044156464","0.18242044156464",NA,"1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOTEL 6","110","107.3919","0.54593","58.628459967","2353932.66767505","767382.049662067","38242.4271733897"
"1784","23-12-402-013-0000","23-12-402-013-0000","10030 S HARLEM BRIDGEVIEW","30007","5-29","7:HOTELS-LIMITED SERVICE ECONOMY","65166",NA,"2180000",NA,NA,"Hotels","Palos 2026 T30.PublicModel.xlsx",NA,"23392",NA,NA,NA,NA,NA,NA,"0.1","0.0824203975","0.1824203975",NA,"1985",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRIDGEVIEW","60","107.3919","0.54593","58.628459967","1283963.2732773","418572.0270884","38242.4364110561"
"1785","23-13-201-027-0000","23-13-201-027-0000","7240  SOUTHWEST WORTH","30012","5-29","7:HOTELS-LIMITED SERVICE ECONOMY","24633",NA,"840000",NA,NA,"Hotels","Palos 2026 T30.PublicModel.xlsx",NA,"9000",NA,NA,NA,NA,NA,NA,"0.1","0.0814550773620001","0.181455077362",NA,"1962",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LUXE MOTEL","23","107.3919","0.54593","58.628459967","492185.921422965","160452.610383887","38445.8817735693"
"1786","23-13-201-038-0000","23-13-201-038-0000","10600 S HARLEM WORTH","30012","5-29","7:HOTELS-LIMITED SERVICE ECONOMY","146577",NA,"2666000",NA,NA,"Hotels","Palos 2026 T30.PublicModel.xlsx",NA,"27348",NA,NA,NA,NA,NA,NA,"0.1","0.0814551815","0.1814551815",NA,"1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PALOS<U+00A0>MOTEL<U+00A0>","73","107.3919","0.54593","58.628459967","1562155.31582072","509262.632957553","38445.8597092932"
"1787","23-01-218-011-0000","23-01-218-007-0000 23-01-218-011-0000 23-01-218-012-0000 23-01-218-013-0000 23-01-218-015-0000","7407  87TH BRIDGEVIEW","30022","5-90 5-22 5-22 5-22 5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","59036",NA,"1144000",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"15167",NA,NA,NA,NA,NA,"202873.792","0.095","0.082314827","0.177314827",NA,"1978","C","17.6","266939.2","0.05","253592.24","0.2","8","0","0","75.4364439021222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1788","23-01-219-001-0000","23-01-219-001-0000","7337  87TH BRIDGEVIEW","30022","5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","22968",NA,"6e+05",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"4700",NA,NA,NA,NA,NA,"106324.152","0.095","0.0823146911582099","0.17731469115821",NA,"1984","C","29.04","136488","0.05","129663.6","0.18","8","0","0","127.58198349067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1789","23-01-219-005-0000","23-01-219-003-0000 23-01-219-005-0000 23-01-219-006-0000 23-01-219-007-0000 23-01-219-008-0000 23-01-220-001-0000 23-01-220-004-0000","7346  88TH BRIDGEVIEW","30022","5-90 5-31 5-31 5-31 5-90 5-31 5-31","84:RETAIL-SHOPPING CENTERS","187101",NA,"5935000",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"56561",NA,NA,NA,NA,NA,"992984.916","0.085","0.0823149114793282","0.167314911479328",NA,"1991","C","26.4","1493210.4","0.05","1418549.88","0.3","8","0","0","104.927886252201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","23-01-220-007-0000","23-01-220-007-0000","7223 W 87TH BRIDGEVIEW","30022","5-22","59:RETAIL-AUTOMOTIVE QUICK LUBE","12667",NA,"312000",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"1770",NA,NA,NA,NA,NA,"54535.0806","0.0925","0.0823145275960557","0.174814527596056",NA,"1990","C","41.58","73596.6","0.05","69916.77","0.22","10","0","0","176.248395506319",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1791","23-01-220-008-0000","23-01-220-008-0000 23-01-220-009-0000 23-01-220-010-0000","7215  87TH BRIDGEVIEW","30022","5-22 5-22 5-22","58:RETAIL-AUTOMOTIVE SERVICE GARAGE","43797",NA,"1550000",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"14329",NA,NA,NA,NA,NA,"259322.344512","0.085","0.082314827","0.167314827",NA,"1984","B","23.232","332891.328","0.05","316246.7616","0.18","8","0","0","108.165715642165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1792","23-01-302-023-0000","23-01-302-023-0000 23-01-302-024-0000","9351 S ROBERTS HICKORY HILLS","30017","5-28 5-28","68:RETAIL-BANKS, SMALL FORMAT","73404",NA,"1201000",NA,NA,"Specials","Palos 2026 T30.PublicModel.xlsx",NA,"4560",NA,NA,NA,NA,NA,"187558.272","0.08","0.076131412","0.156131412",NA,"1974","C","52.8","240768","0.05","228729.6","0.18","10","0","0","263.439620977744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
